viewport,group,story,theme,axe_rules_flagged,checks_needing_manual_review,canvas_width,content_width
390,Elements/MetricsCard,Variation 1 Data Only,dark,,,390,390
390,Elements/MetricsCard,Variation 2 Data Cta,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 2 Data Cta,dark,,,390,390
390,Elements/MetricsCard,Variation 2 Data Only,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 2 Data Only,dark,,,390,390
390,Elements/MetricsCard,Variation 3 Data Cta,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 3 Data Cta,dark,,,390,390
390,Elements/MetricsCard,Variation 3 Data Only,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 3 Data Only,dark,,,390,390
390,Elements/MetricsCard,Variation 4 Data Cta,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 4 Data Cta,dark,,,390,390
390,Elements/MetricsCard,Variation 4 Data Only,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 4 Data Only,dark,,,390,390
390,Elements/MetricsCard,Variation 5 Data Cta,light,,,390,390
390,Elements/MetricsCard,Variation 5 Data Cta,dark,,,390,390
390,Elements/MetricsCard,Variation 5 Data Only,light,,,390,390
390,Elements/MetricsCard,Variation 5 Data Only,dark,,,390,390
390,Elements/MetricsCard,Variation 6 Data Cta,light,color-contrast,,390,390
390,Elements/MetricsCard,Variation 6 Data Cta,dark,,,390,390
390,Elements/MetricsCard,Variation 6 Data Only,light,,,390,390
390,Elements/MetricsCard,Variation 6 Data Only,dark,,,390,390
390,Elements/MetricsCard,All Variations,light,color-contrast,color-contrast,390,390
390,Elements/MetricsCard,All Variations,dark,,color-contrast,390,390
390,Components/Icon,Default,light,,,390,390
390,Components/Icon,Default,dark,,,390,390
390,Components/Icon,Sizes,light,,,390,390
390,Components/Icon,Sizes,dark,,,390,390
390,Components/Icon,Variants,light,,,390,390
390,Components/Icon,Variants,dark,,,390,390
390,Components/Icon,Colors,light,,,390,390
390,Components/Icon,Colors,dark,,,390,390
390,Components/Icon,Gallery,light,,,390,390
390,Components/Icon,Gallery,dark,,,390,390
390,Elements/Modal,Default,light,color-contrast,,390,390
390,Elements/Modal,Default,dark,color-contrast,,390,390
390,Elements/Modal,Vertical Footer,light,color-contrast,,390,390
390,Elements/Modal,Vertical Footer,dark,color-contrast,,390,390
390,Elements/Modal,Large Modal,light,color-contrast,,390,390
390,Elements/Modal,Large Modal,dark,color-contrast,,390,390
390,Elements/Modal,Primary Only,light,color-contrast,,390,390
390,Elements/Modal,Primary Only,dark,color-contrast,,390,390
390,Elements/Modal,No Blur,light,color-contrast,,390,390
390,Elements/Modal,No Blur,dark,color-contrast,,390,390
390,Elements/Modal,Custom Icon,light,color-contrast,,390,390
390,Elements/Modal,Custom Icon,dark,color-contrast,,390,390
390,Elements/Modal,Focus Management,light,color-contrast,,390,390
390,Elements/Modal,Focus Management,dark,color-contrast,,390,390
390,Elements/Modal,Dismissal Policy,light,,,390,390
390,Elements/Modal,Dismissal Policy,dark,,,390,390
390,Components/Pagination,Default,light,,,390,390
390,Components/Pagination,Default,dark,,,390,390
390,Components/Pagination,No Prev Next,light,,,390,390
390,Components/Pagination,No Prev Next,dark,,,390,390
390,Components/Pagination,Few Pages,light,,,390,390
390,Components/Pagination,Few Pages,dark,,,390,390
390,Components/ProgressBar,Default,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Default,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,Small,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Small,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,Medium,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Medium,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,With Metadata,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,With Metadata,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,Percentage On Top,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Percentage On Top,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,Segmented,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Segmented,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Sizes,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Sizes,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Types,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Types,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Stages,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,All Stages,dark,aria-progressbar-name,,390,390
390,Components/ProgressBar,Segmented Stages,light,aria-progressbar-name,,390,390
390,Components/ProgressBar,Segmented Stages,dark,aria-progressbar-name,,390,390
390,Components/ProgressCircle,Default,light,aria-progressbar-name,color-contrast,390,390
390,Components/ProgressCircle,Default,dark,aria-progressbar-name,color-contrast,390,390
390,Components/ProgressCircle,Segmented,light,aria-progressbar-name,color-contrast,390,390
390,Components/ProgressCircle,Segmented,dark,aria-progressbar-name,color-contrast,390,390
390,Components/ProgressCircle,All Sizes,light,aria-progressbar-name,color-contrast,390,482
390,Components/ProgressCircle,All Sizes,dark,aria-progressbar-name,color-contrast,390,482
390,Components/ProgressCircle,Segmented All Sizes,light,aria-progressbar-name,color-contrast,390,482
390,Components/ProgressCircle,Segmented All Sizes,dark,aria-progressbar-name,color-contrast,390,482
390,Components/ProgressCircle,Progress Steps,light,aria-progressbar-name,color-contrast,390,546
390,Components/ProgressCircle,Progress Steps,dark,aria-progressbar-name,color-contrast,390,546
390,Components/ProgressCircle,Segmented Steps,light,aria-progressbar-name,color-contrast,390,546
390,Components/ProgressCircle,Segmented Steps,dark,aria-progressbar-name,color-contrast,390,546
390,Components/ProgressCircle,No Text,light,aria-progressbar-name,,390,390
390,Components/ProgressCircle,No Text,dark,aria-progressbar-name,,390,390
390,Components/Select,Default,light,,aria-valid-attr-value,390,390
390,Components/Select,Default,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Descriptions,light,,aria-valid-attr-value,390,390
390,Components/Select,With Descriptions,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Icons,light,,aria-valid-attr-value,390,390
390,Components/Select,With Icons,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Avatars,light,,aria-valid-attr-value,390,390
390,Components/Select,With Avatars,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Status,light,,aria-valid-attr-value,390,390
390,Components/Select,With Status,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Helper Text,light,,aria-valid-attr-value,390,390
390,Components/Select,With Helper Text,dark,,aria-valid-attr-value,390,390
390,Components/Select,Filled,light,,aria-valid-attr-value,390,390
390,Components/Select,Filled,dark,,aria-valid-attr-value,390,390
390,Components/Select,Disabled,light,,aria-valid-attr-value,390,390
390,Components/Select,Disabled,dark,,aria-valid-attr-value,390,390
390,Components/Select,With Disabled Options,light,,aria-valid-attr-value,390,390
390,Components/Select,With Disabled Options,dark,,aria-valid-attr-value,390,390
390,Components/Select,Controlled,light,,aria-valid-attr-value,390,390
390,Components/Select,Controlled,dark,,aria-valid-attr-value,390,390
390,Components/Slider,Default,light,,,390,390
390,Components/Slider,Default,dark,,,390,390
390,Components/Slider,Small,light,,,390,390
390,Components/Slider,Small,dark,,,390,390
390,Components/Slider,Medium,light,,,390,390
390,Components/Slider,Medium,dark,,,390,390
390,Components/Slider,All Sizes,light,,,390,390
390,Components/Slider,All Sizes,dark,,,390,390
390,Components/Slider,All Stages,light,,,390,390
390,Components/Slider,All Stages,dark,,,390,390
390,Components/Slider,Interactive,light,,,390,390
390,Components/Slider,Interactive,dark,,,390,390
390,Components/Slider,Range,light,,,390,390
390,Components/Slider,Range,dark,,,390,390
390,Components/Slider,Interactive Range,light,,,390,390
390,Components/Slider,Interactive Range,dark,,,390,390
390,Elements/SidebarMenu,Default,light,button-name; color-contrast,,390,390
390,Elements/SidebarMenu,Default,dark,button-name,,390,390
390,Elements/SidebarMenu,With Sub Items,light,color-contrast,,390,390
390,Elements/SidebarMenu,With Sub Items,dark,,,390,390
390,Elements/SidebarMenu,Collapsed,light,,,390,390
390,Elements/SidebarMenu,Collapsed,dark,,,390,390
390,Elements/SidebarMenu,All Themes,light,button-name; color-contrast; landmark-unique,,390,1184
390,Elements/SidebarMenu,All Themes,dark,button-name; color-contrast; landmark-unique,,390,1184
390,Elements/SidebarMenu,Collapsible Toggle,light,button-name; color-contrast,,390,390
390,Elements/SidebarMenu,Collapsible Toggle,dark,button-name; color-contrast,,390,390
390,Components/Spinner,Default,light,,,390,390
390,Components/Spinner,Default,dark,,,390,390
390,Components/Spinner,All Types,light,,,390,390
390,Components/Spinner,All Types,dark,,,390,390
390,Components/Spinner,All Sizes,light,,,390,428
390,Components/Spinner,All Sizes,dark,,,390,428
390,Components/Spinner,Label Positions,light,,,390,390
390,Components/Spinner,Label Positions,dark,,,390,390
390,Components/Spinner,White Style,light,,,390,390
390,Components/Spinner,White Style,dark,color-contrast,,390,390
390,Components/Spinner,No Label,light,,,390,390
390,Components/Spinner,No Label,dark,,,390,390
390,Components/Spinner,All Types Large,light,,,390,390
390,Components/Spinner,All Types Large,dark,,,390,390
390,Components/Tabs,Line Tabs,light,,color-contrast,390,471
390,Components/Tabs,Line Tabs,dark,,,390,471
390,Components/Tabs,Pill Tabs,light,,color-contrast,390,487
390,Components/Tabs,Pill Tabs,dark,,,390,487
390,Components/Tabs,Segmented Tabs,light,,color-contrast,390,485
390,Components/Tabs,Segmented Tabs,dark,,,390,485
390,Components/Tabs,All Sizes,light,color-contrast,color-contrast,390,390
390,Components/Tabs,All Sizes,dark,,,390,390
390,Components/Tabs,Vertical Line,light,,color-contrast,390,390
390,Components/Tabs,Vertical Line,dark,,,390,390
390,Components/Tabs,Vertical Segmented,light,,color-contrast,390,390
390,Components/Tabs,Vertical Segmented,dark,,,390,390
390,Components/Tabs,With Disabled,light,,color-contrast,390,390
390,Components/Tabs,With Disabled,dark,,,390,390
390,Components/Tabs,Text Only,light,,,390,390
390,Components/Tabs,Text Only,dark,,,390,390
390,Components/Tabs,All Variants,light,color-contrast,color-contrast,390,390
390,Components/Tabs,All Variants,dark,,,390,390
390,Components/Table,Default,light,,,390,390
390,Components/Table,Default,dark,,,390,390
390,Components/Table,With Selection,light,,,390,390
390,Components/Table,With Selection,dark,,,390,390
390,Components/Table,With Sorting,light,,,390,390
390,Components/Table,With Sorting,dark,,,390,390
390,Components/Table,With Leading Avatar,light,color-contrast,,390,390
390,Components/Table,With Leading Avatar,dark,,,390,390
390,Components/Table,Full Featured,light,empty-table-header,,390,390
390,Components/Table,Full Featured,dark,empty-table-header,,390,390
390,Components/Stepper,Horizontal,light,,,390,924
390,Components/Stepper,Horizontal,dark,,,390,924
390,Components/Stepper,Horizontal With Numbers,light,,color-contrast,390,924
390,Components/Stepper,Horizontal With Numbers,dark,,color-contrast,390,924
390,Components/Stepper,Vertical,light,,,390,390
390,Components/Stepper,Vertical,dark,,,390,390
390,Components/Stepper,Vertical With Numbers,light,,color-contrast,390,390
390,Components/Stepper,Vertical With Numbers,dark,,color-contrast,390,390
390,Components/Stepper,All Steps,light,,,390,924
390,Components/Stepper,All Steps,dark,,,390,924
390,Components/Stepper,Linear,light,color-contrast,,390,390
390,Components/Stepper,Linear,dark,,,390,390
390,Components/Stepper,Segmented,light,color-contrast,,390,390
390,Components/Stepper,Segmented,dark,,,390,390
390,Components/Stepper,With Disabled,light,color-contrast,color-contrast,390,390
390,Components/Stepper,With Disabled,dark,color-contrast,color-contrast,390,390
390,Components/Tooltip,Light,light,,,390,390
390,Components/Tooltip,Light,dark,,,390,390
390,Components/Tooltip,Dark,light,,,390,390
390,Components/Tooltip,Dark,dark,,,390,390
390,Components/Tooltip,Positions,light,,,390,390
390,Components/Tooltip,Positions,dark,,,390,390
390,Components/Tooltip,No Title,light,,,390,390
390,Components/Tooltip,No Title,dark,,,390,390
